Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,PricePerSqFt
Brighton,3,u,1266000,11.2,3,1,2.0,277,116.0,1950,-37.9268,144.991,4570.397111913358
Brighton,3,u,826000,11.2,3,1,2.0,119,151.96764988779805,1964,-37.8958,144.9994,6941.176470588235
Brighton,2,u,900000,11.2,2,2,1.0,118,76.8,1970,-37.914,144.9914,7627.118644067797
Brighton,2,u,800000,11.2,2,1,1.0,131,151.96764988779805,1964,-37.9164,145.0002,6106.8702290076335
Brighton,2,u,905500,11.2,2,1,1.0,122,151.96764988779805,1964,-37.9188,144.9942,7422.131147540984
Brighton,2,u,858000,11.2,2,1,1.0,107,75.0,1950,-37.8958,144.9982,8018.691588785046
Brighton,3,u,880000,11.2,3,1,1.0,138,86.4,1965,-37.896,144.9957,6376.811594202899
Brighton,2,u,737000,11.2,3,1,1.0,106,115.4,1975,-37.9159,144.9936,6952.830188679245
Brighton,1,u,671000,11.2,1,1,1.0,70,74.0,1980,-37.9194,145.0003,9585.714285714286
Brighton,3,u,1620000,11.2,3,2,2.0,231,151.96764988779805,1964,-37.9121,144.9953,7012.987012987013
Brighton,3,u,1352500,11.2,2,2,1.0,280,110.0,1993,-37.91,144.989,4830.357142857143
Brighton East,2,u,750000,10.7,2,1,3.0,305,76.8,1970,-37.9318,145.0293,2459.0163934426228
Brighton East,2,u,775000,10.7,2,1,1.0,112,90.0,1960,-37.9306,145.0284,6919.642857142857
Brighton East,3,u,880000,10.7,3,2,2.0,304,34.0,1990,-37.9308,145.0316,2894.7368421052633
Brighton East,2,u,905000,10.7,2,1,2.0,189,93.0,1980,-37.9172,145.0072,4788.359788359789
Brighton East,2,u,770000,10.7,2,1,2.0,157,151.96764988779805,1964,-37.911,145.0236,4904.458598726114
Brighton East,2,u,692000,10.7,2,1,1.0,74,66.0,1960,-37.9207,145.0079,9351.351351351352
Brighton East,2,u,903000,10.7,2,1,1.0,171,101.0,1970,-37.9125,145.0114,5280.701754385965
Brighton East,2,u,750000,10.7,2,1,1.0,227,127.0,1980,-37.9085,145.0129,3303.964757709251
Brighton East,3,u,1245000,10.7,3,2,1.0,227,335.4,1998,-37.9191,145.0074,5484.581497797357
Brighton East,2,u,563000,10.7,2,1,1.0,1233,70.0,1960,-37.9164,145.0228,456.60989456609894
Brunswick,2,u,659500,5.2,2,1,1.0,100,85.0,1970,-37.7601,144.9581,6595.0
Brunswick,3,u,880000,5.2,3,2,1.0,122,152.0,2000,-37.7697,144.9649,7213.11475409836
Brunswick,2,u,587000,5.2,2,1,1.0,114,65.0,1970,-37.758,144.9667,5149.122807017544
Brunswick,2,u,600000,5.2,2,1,1.0,768,76.8,1970,-37.7768,144.9512,781.25
Brunswick,2,u,620000,5.2,2,1,1.0,135,115.4,1975,-37.7583,144.9756,4592.592592592592
Brunswick,2,u,501000,5.2,2,1,1.0,1140,80.0,2010,-37.7634,144.9616,439.4736842105263
Brunswick,2,u,491000,5.2,2,1,1.0,1080,66.0,1960,-37.7598,144.9655,454.6296296296296
Brunswick,1,u,370000,5.2,1,1,1.0,540,45.0,1970,-37.7766,144.9574,685.1851851851852
Brunswick West,2,u,471000,5.9,2,1,1.0,564,60.0,1970,-37.7665,144.9425,835.1063829787234
Brunswick West,2,u,473000,5.9,2,1,2.0,568,151.96764988779805,1964,-37.7682,144.9422,832.7464788732394
Brunswick West,2,u,400000,5.9,2,1,1.0,73,64.0,1960,-37.7528,144.9368,5479.45205479452
Brunswick West,2,u,370000,5.9,2,1,1.0,2120,59.0,1960,-37.7524,144.9347,174.52830188679246
Brunswick West,2,u,537000,5.9,2,1,1.0,501,66.0,1960,-37.7741,144.9449,1071.8562874251497
Bulleen,3,u,851000,11.8,3,1,2.0,385,140.0,2000,-37.7599,145.0849,2210.3896103896104
Bulleen,3,u,787000,11.8,3,1,2.0,306,100.0,1985,-37.7792,145.0903,2571.8954248366013
Bulleen,3,u,812500,11.8,3,1,1.0,421,151.96764988779805,1964,-37.7798,145.1023,1929.9287410926365
Burwood,3,u,1022500,11.7,3,2,2.0,265,130.0,2000,-37.8516,145.1056,3858.490566037736
Burwood,3,u,686000,11.7,3,1,2.0,273,127.0,1980,-37.8473,145.1203,2512.8205128205127
Burwood,2,u,650000,11.7,2,1,1.0,194,120.0,1975,-37.8509,145.1119,3350.5154639175257
Burwood,3,u,746000,11.7,3,1,2.0,308,92.0,1995,-37.8505,145.1065,2422.0779220779223
Burwood,3,u,640000,11.7,3,1,1.0,217,151.96764988779805,1964,-37.8562,145.1075,2949.3087557603685
Camberwell,2,u,729000,7.8,2,1,1.0,137,87.0,1970,-37.8459,145.088,5321.167883211679
Camberwell,2,u,615000,7.8,2,1,1.0,1107,68.0,1960,-37.8347,145.057,555.5555555555555
Camberwell,2,u,683000,7.8,2,1,1.0,146,86.0,1970,-37.8357,145.0697,4678.082191780822
Camberwell,2,u,717000,7.8,2,1,1.0,136,70.0,1960,-37.8469,145.0589,5272.058823529412
Camberwell,2,u,435000,7.8,2,1,1.0,896,77.0,1960,-37.8479,145.0958,485.49107142857144
Camberwell,2,u,435000,7.8,2,1,1.0,896,77.0,1960,-37.8479,145.0958,485.49107142857144
Camberwell,2,u,693000,7.8,2,1,1.0,84,151.96764988779805,1964,-37.832,145.0599,8250.0
Camberwell,2,u,900000,7.8,2,1,1.0,150,88.0,1970,-37.8438,145.066,6000.0
Camberwell,2,u,805000,7.8,2,2,2.0,188,151.96764988779805,1964,-37.8442,145.0668,4281.914893617021
Camberwell,2,u,820000,7.8,2,1,1.0,166,154.4,1969,-37.8439,145.0662,4939.759036144578
Camberwell,2,u,667000,7.8,2,1,1.0,83,81.0,1960,-37.8355,145.0633,8036.144578313253
Camberwell,2,u,700000,7.8,2,1,1.0,631,75.0,1970,-37.8434,145.081,1109.3502377179082
Canterbury,2,u,830000,9.0,2,1,1.0,110,83.0,1960,-37.8264,145.0824,7545.454545454545
Canterbury,2,u,690500,9.0,2,1,1.0,118,151.96764988779805,1964,-37.8257,145.0856,5851.6949152542375
Canterbury,2,u,736000,9.0,2,1,2.0,132,151.96764988779805,1964,-37.8234,145.0731,5575.757575757576
Canterbury,2,u,685000,9.0,2,1,1.0,122,151.96764988779805,1964,-37.8236,145.0729,5614.754098360656
Carlton North,1,u,468000,3.2,1,1,1.0,861,76.8,1970,-37.7851,144.9723,543.5540069686411
Carnegie,2,u,600000,11.4,2,1,1.0,73,61.0,1970,-37.897,145.0593,8219.17808219178
Carnegie,1,u,346000,11.4,1,1,1.0,60,48.0,1970,-37.8965,145.0618,5766.666666666667
Carnegie,2,u,586000,11.4,2,1,1.0,898,76.8,1970,-37.9003,145.0634,652.5612472160357
Carnegie,3,u,1008000,11.4,3,2,1.0,300,130.0,1990,-37.8974,145.0539,3360.0
Carnegie,2,u,625000,11.4,2,1,1.0,78,151.96764988779805,1964,-37.8967,145.0627,8012.820512820513
Carnegie,2,u,545000,11.4,2,1,1.0,109,151.96764988779805,1964,-37.8971,145.0597,5000.0
Carnegie,2,u,588000,11.4,2,1,1.0,133,71.0,2011,-37.89,145.0559,4421.0526315789475
Carnegie,3,u,920000,11.4,3,2,1.0,283,250.0,2005,-37.8974,145.0622,3250.8833922261483
Carnegie,2,u,656000,11.4,2,1,1.0,103,82.0,1970,-37.8873,145.0559,6368.9320388349515
Carnegie,2,u,650000,11.4,2,1,1.0,174,80.0,1975,-37.8978,145.062,3735.632183908046
Carnegie,2,u,765000,11.4,2,1,1.0,134,86.4,1965,-37.8987,145.0557,5708.955223880597
Carnegie,2,u,983500,11.4,2,1,1.0,333,151.96764988779805,1964,-37.8867,145.0653,2953.4534534534537
Carnegie,2,u,601000,11.4,2,1,1.0,132,76.8,1970,-37.8959,145.06,4553.030303030303
Carnegie,2,u,405000,11.4,2,1,1.0,967,72.0,1970,-37.8843,145.0531,418.82109617373317
Carnegie,2,u,585000,11.4,2,1,1.0,108,67.0,1970,-37.8973,145.0596,5416.666666666667
Carnegie,2,u,737000,11.4,2,1,1.0,165,117.6,1990,-37.8927,145.0539,4466.666666666667
Carnegie,2,u,632500,11.4,2,1,1.0,99,98.0,1965,-37.8946,145.0588,6388.888888888889
Carnegie,2,u,468250,11.4,2,1,1.0,912,75.0,2008,-37.8936,145.056,513.4320175438596
other,1,u,323000,8.9,1,1,1.0,820,151.96764988779805,1964,-37.8866,145.0322,393.9024390243902
other,2,u,550000,8.9,2,1,1.0,806,78.0,1960,-37.8852,145.024,682.3821339950372
Caulfield North,2,u,580000,8.1,2,1,1.0,934,68.0,2012,-37.8607,145.0116,620.9850107066381
Caulfield North,1,u,290000,8.1,1,1,1.0,952,43.0,1970,-37.8744,145.0371,304.6218487394958
Caulfield North,2,u,450000,8.1,2,1,1.0,1092,63.0,2014,-37.8647,145.0232,412.0879120879121
Caulfield North,2,u,622000,8.1,2,2,1.0,934,151.96764988779805,1964,-37.8607,145.0116,665.9528907922912
Caulfield North,2,u,536000,8.1,2,1,1.0,771,82.0,1960,-37.8686,145.0239,695.201037613489
Caulfield South,3,u,599000,9.3,3,1,1.0,88,100.0,1956,-37.8997,145.0168,6806.818181818182
Caulfield South,2,u,650000,9.3,2,1,1.0,100,151.96764988779805,1964,-37.8912,145.0289,6500.0
Caulfield South,2,u,525500,9.3,2,1,1.0,831,80.0,1970,-37.8974,145.0294,632.3706377858002
Caulfield South,3,u,1110000,9.3,3,2,1.0,299,151.96764988779805,1964,-37.8891,145.0294,3712.3745819397996
Caulfield South,2,u,500000,9.3,2,1,1.0,90,151.96764988779805,1964,-37.8996,145.0169,5555.555555555556
Chadstone,3,u,700000,13.6,2,2,1.0,224,94.0,2006,-37.8738,145.1054,3125.0
Clifton Hill,2,u,495000,3.4,2,1,1.0,515,50.0,1970,-37.7875,145.0049,961.1650485436893
Coburg,8,u,2250000,7.8,4,2,4.0,983,151.96764988779805,1964,-37.7517,144.9699,2288.911495422177
Coburg,2,u,653000,7.8,2,1,1.0,129,107.0,2012,-37.7422,144.9606,5062.015503875969
Coburg North,2,u,532500,9.2,2,1,1.0,168,76.8,1970,-37.73,144.9629,3169.6428571428573
Collingwood,2,u,855000,1.6,2,1,1.0,2886,122.0,1830,-37.8042,144.9845,296.25779625779626
Collingwood,3,u,950000,1.6,3,2,1.0,15900,151.96764988779805,1964,-37.8035,144.985,59.74842767295598
Collingwood,1,u,452000,1.6,1,1,1.0,816,53.0,2000,-37.802,144.9848,553.9215686274509
Collingwood,1,u,440000,1.6,1,1,1.0,2773,237.4,2010,-37.802,144.9854,158.6729174179589
Collingwood,1,u,415000,1.6,1,1,1.0,3701,62.0,2005,-37.809,144.9911,112.1318562550662
Collingwood,1,u,457000,1.6,1,1,1.0,406,49.0,1970,-37.796,144.9911,1125.615763546798
Collingwood,2,u,515000,1.6,2,1,1.0,816,151.96764988779805,1964,-37.802,144.9848,631.1274509803922
Collingwood,2,u,713500,1.6,2,2,1.0,1060,88.0,2010,-37.7954,144.9868,673.1132075471698
Doncaster,2,u,492500,13.9,2,1,1.0,65,115.4,1975,-37.7887,145.1438,7576.923076923077
Doncaster,3,u,910000,13.9,3,2,2.0,299,135.0,2001,-37.7929,145.1338,3043.478260869565
Doncaster,3,u,772000,13.9,3,2,1.0,203,109.0,1986,-37.7776,145.1267,3802.9556650246304
Doncaster,4,u,753000,13.9,3,1,1.0,241,105.0,1970,-37.7743,145.1093,3124.48132780083
Doncaster,2,u,522500,13.9,2,1,1.0,145,151.96764988779805,1964,-37.7874,145.1043,3603.448275862069
Doncaster,3,u,800000,13.9,3,2,2.0,267,153.9,1991,-37.7882,145.1315,2996.2546816479403
Doncaster,2,u,452000,13.9,2,1,1.0,67,68.0,1975,-37.7887,145.1436,6746.268656716418
Doncaster,3,u,735000,13.9,3,1,1.0,302,151.96764988779805,1964,-37.7809,145.1061,2433.774834437086
Doncaster,3,u,751800,13.9,3,1,2.0,109,120.0,2001,-37.7749,145.1138,6897.247706422018
Eaglemont,2,u,525000,10.3,2,1,1.0,79,70.0,1970,-37.7612,145.0663,6645.569620253164
Eaglemont,2,u,600000,10.3,2,1,1.0,112,95.0,1970,-37.7669,145.0521,5357.142857142857
Elsternwick,2,u,930000,8.5,2,1,1.0,295,151.96764988779805,1964,-37.8904,145.013,3152.5423728813557
Elsternwick,3,u,1240000,8.5,3,2,2.0,319,123.0,1990,-37.8922,145.0112,3887.1473354231975
Elsternwick,2,u,700000,8.5,2,1,2.0,99,92.0,1973,-37.8951,145.0085,7070.707070707071
Elsternwick,2,u,591000,8.5,2,1,1.0,815,62.0,2008,-37.8857,145.0136,725.1533742331288
Elsternwick,2,u,626000,8.5,2,1,1.0,1764,100.0,1930,-37.8889,145.0043,354.87528344671205
Elwood,2,u,525000,7.7,2,1,1.0,553,83.0,1960,-37.8802,144.9942,949.367088607595
Elwood,2,u,855000,7.7,2,1,1.0,1966,85.0,1960,-37.8725,144.9848,434.8931841302136
Elwood,2,u,1050000,7.7,2,2,2.0,2381,178.4,2009,-37.8831,144.9841,440.9911801763965
Elwood,2,u,955000,7.7,2,1,1.0,2925,151.96764988779805,1964,-37.8867,144.9836,326.4957264957265
Elwood,2,u,680000,7.7,2,1,1.0,510,151.96764988779805,1964,-37.881,144.9837,1333.3333333333333
Elwood,2,u,660000,7.7,2,2,1.0,317,151.96764988779805,1964,-37.8815,144.9903,2082.018927444795
Elwood,2,u,575000,7.7,2,1,0.0,483,57.0,1950,-37.874,144.9835,1190.4761904761904
Elwood,2,u,640000,7.7,2,1,1.0,626,151.96764988779805,1964,-37.8791,144.9923,1022.3642172523962
Elwood,2,u,686000,7.7,2,1,1.0,1622,76.8,1970,-37.8716,144.9869,422.9346485819975
Elwood,2,u,559000,7.7,2,1,1.0,1307,70.0,1960,-37.8838,144.9853,427.69701606732974
Elwood,1,u,369000,7.7,1,1,1.0,1547,76.8,1970,-37.8749,144.9903,238.5261797026503
Elwood,1,u,390000,7.7,1,1,1.0,644,47.0,1960,-37.8798,144.994,605.5900621118012
Elwood,1,u,470000,7.7,1,1,1.0,900,151.96764988779805,1964,-37.8839,144.9848,522.2222222222222
Elwood,2,u,932000,7.7,2,2,1.0,799,110.0,2012,-37.8818,144.9918,1166.4580725907383
Elwood,2,u,572500,7.7,2,2,1.0,1307,70.0,1960,-37.8838,144.9853,438.02601377199693
Essendon,2,u,660000,8.0,2,1,1.0,263,113.0,1980,-37.7418,144.8977,2509.505703422053
Essendon,3,u,840000,8.0,3,2,1.0,282,151.96764988779805,1964,-37.7491,144.8917,2978.723404255319
Essendon,2,u,702500,8.0,2,1,1.0,168,77.0,2008,-37.758,144.9311,4181.547619047619
Essendon,2,u,645000,8.0,2,1,1.0,228,151.96764988779805,1964,-37.7531,144.9059,2828.9473684210525
Essendon,2,u,445000,8.0,2,1,1.0,916,151.96764988779805,1964,-37.7502,144.9065,485.8078602620087
Essendon,2,u,585000,8.0,2,1,1.0,160,151.96764988779805,1964,-37.7421,144.8995,3656.25
Essendon,3,u,840000,8.0,3,2,2.0,282,151.96764988779805,1964,-37.7468,144.9051,2978.723404255319
Essendon,2,u,800000,8.0,2,1,2.0,502,151.96764988779805,1964,-37.7498,144.9048,1593.6254980079682
Essendon,2,u,650000,8.0,2,1,1.0,156,172.2,1994,-37.746,144.9153,4166.666666666667
Essendon,2,u,667000,8.0,2,1,1.0,206,151.96764988779805,1964,-37.7426,144.9,3237.864077669903
Essendon,2,u,405000,8.0,2,1,1.0,121,76.8,1970,-37.7401,144.8923,3347.1074380165287
Essendon,2,u,740000,8.0,2,1,1.0,250,104.0,1988,-37.7457,144.9061,2960.0
Essendon,2,u,691000,8.0,2,1,1.0,201,80.0,1995,-37.7454,144.928,3437.8109452736317
