Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,PricePerSqFt
Airport West,3,h,805000,13.5,3,1,1.0,623,151.96764988779805,1964,-37.7184,144.882,1292.1348314606741
Airport West,3,h,612000,13.5,3,2,1.0,212,151.96764988779805,1964,-37.7181,144.8824,2886.7924528301887
Airport West,3,h,662000,13.5,3,1,2.0,612,151.96764988779805,1964,-37.7169,144.8815,1081.6993464052287
Airport West,4,h,978000,13.5,4,3,2.0,532,151.96764988779805,1964,-37.7263,144.869,1838.345864661654
Airport West,3,h,720000,13.5,3,1,1.0,585,151.96764988779805,1964,-37.72,144.878,1230.7692307692307
Airport West,4,h,765000,13.5,4,1,2.0,509,151.96764988779805,1964,-37.7261,144.8785,1502.9469548133595
Airport West,4,h,900000,13.5,4,2,3.0,628,146.0,1975,-37.7256,144.8739,1433.1210191082803
Albert Park,2,h,1275000,3.3,2,1,0.0,120,82.0,1900,-37.8459,144.9555,10625.0
Albert Park,2,h,1455000,3.3,2,1,0.0,159,151.96764988779805,1964,-37.845,144.9538,9150.943396226416
Albert Park,3,h,2850000,3.3,3,2,0.0,211,198.0,1890,-37.8481,144.9499,13507.109004739337
Albert Park,3,h,1850000,3.3,3,2,0.0,128,133.0,1890,-37.8452,144.9488,14453.125
Albert Park,2,h,1436000,3.3,2,1,0.0,130,81.0,1900,-37.8431,144.9565,11046.153846153846
Albert Park,2,h,1110000,3.3,1,1,0.0,147,106.8,1900,-37.8444,144.9484,7551.0204081632655
Albert Park,2,h,1550000,3.3,2,1,1.0,167,151.96764988779805,1964,-37.8405,144.9521,9281.437125748504
Albert Park,4,h,2300000,3.3,4,2,1.0,153,180.0,1880,-37.8447,144.9523,15032.679738562092
Albert Park,3,h,1800000,3.3,3,2,1.0,132,159.0,1996,-37.8415,144.952,13636.363636363636
Albert Park,2,h,2120000,3.3,2,1,1.0,199,107.0,1900,-37.8422,144.9554,10653.266331658291
Albert Park,3,h,1800000,3.3,3,1,1.0,253,151.96764988779805,1964,-37.8443,144.9579,7114.624505928854
Albert Park,3,h,1800000,3.3,3,2,1.0,90,122.0,1900,-37.8421,144.9571,20000.0
Albert Park,2,h,1810000,3.3,2,1,0.0,240,151.96764988779805,1964,-37.8379,144.9539,7541.666666666667
Albert Park,3,h,2615000,3.3,3,2,1.0,177,181.0,1880,-37.8415,144.9585,14774.011299435027
Albert Park,5,h,2100000,3.3,5,2,1.0,237,151.96764988779805,1964,-37.8436,144.9557,8860.759493670887
Albert Park,3,h,1300000,3.3,3,1,0.0,129,151.96764988779805,1964,-37.8422,144.949,10077.519379844962
Albert Park,2,h,1000000,3.3,2,1,0.0,288,151.96764988779805,1964,-37.8407,144.9523,3472.222222222222
Albert Park,3,h,2575000,3.3,3,2,1.0,228,151.96764988779805,1964,-37.8445,144.9501,11293.859649122807
Albert Park,2,h,1322500,3.3,2,1,0.0,149,98.0,1890,-37.8443,144.9481,8875.838926174496
Albert Park,2,h,1562500,3.3,2,1,0.0,141,83.0,1890,-37.8424,144.9562,11081.560283687943
Albert Park,3,h,2000000,3.3,3,2,1.0,211,147.0,1900,-37.847,144.9575,9478.67298578199
Albert Park,3,h,1900000,3.3,3,1,0.0,209,106.8,1900,-37.8468,144.9546,9090.90909090909
Albert Park,3,h,3010000,3.3,3,2,0.0,147,146.0,1890,-37.8473,144.9551,20476.190476190477
Albert Park,4,h,2800000,3.3,4,3,1.0,327,254.0,1910,-37.8467,144.9475,8562.691131498472
Albert Park,3,h,2100000,3.3,2,1,1.0,120,123.0,1900,-37.8427,144.9546,17500.0
Albert Park,3,h,2000000,3.3,3,1,1.0,238,131.0,1890,-37.8461,144.9528,8403.361344537816
Albert Park,4,h,4735000,3.3,4,2,1.0,330,207.0,1910,-37.8477,144.9558,14348.484848484848
Albert Park,2,h,1340000,3.3,2,1,0.0,136,151.96764988779805,1964,-37.846,144.9517,9852.941176470587
Albert Park,3,h,1801000,3.3,3,1,1.0,202,151.96764988779805,1964,-37.8429,144.9493,8915.841584158416
Albert Park,3,h,3755000,3.3,3,2,2.0,325,151.96764988779805,1964,-37.8413,144.95,11553.846153846154
Albert Park,4,h,2140000,3.3,3,2,1.0,183,145.0,1880,-37.8434,144.9495,11693.989071038251
Albert Park,2,h,1750000,3.3,2,1,1.0,162,151.96764988779805,1964,-37.8416,144.9488,10802.469135802468
Albert Park,2,h,980000,3.3,2,1,0.0,79,68.0,1890,-37.8387,144.9519,12405.06329113924
Albert Park,3,h,2030000,3.3,3,2,0.0,152,151.96764988779805,1964,-37.8488,144.9551,13355.263157894737
Albert Park,3,h,1740000,3.3,3,2,2.0,147,134.0,1890,-37.8448,144.9453,11836.734693877552
Albert Park,1,h,985000,3.3,1,1,0.0,81,54.0,1900,-37.8411,144.9497,12160.493827160493
Alphington,4,h,2000000,6.4,3,2,4.0,853,263.0,1930,-37.7707,145.0318,2344.6658851113716
Alphington,3,h,1110000,6.4,3,2,2.0,208,180.8,2013,-37.7854,145.0325,5336.538461538462
Alphington,3,h,1492000,6.4,3,2,2.0,411,151.96764988779805,1964,-37.7713,145.0279,3630.170316301703
Alphington,4,h,1717500,6.4,4,2,1.0,599,203.0,1925,-37.7717,145.031,2867.278797996661
Alphington,5,h,2840000,6.4,5,4,4.0,809,165.0,1910,-37.775,145.0268,3510.5067985166875
Alphington,3,h,2000000,6.4,3,3,2.0,686,151.96764988779805,1964,-37.78,145.0341,2915.451895043732
Alphington,3,h,1540000,6.4,3,1,2.0,592,151.96764988779805,1964,-37.7755,145.0288,2601.3513513513512
Alphington,4,h,1830000,6.4,4,2,2.0,606,112.0,1970,-37.7743,145.0316,3019.80198019802
Alphington,4,h,2100000,6.4,4,2,2.0,575,271.0,2008,-37.7723,145.0319,3652.1739130434785
Alphington,3,h,865000,6.4,3,1,1.0,180,131.0,2010,-37.7802,145.0243,4805.555555555556
Alphington,3,h,1165000,6.4,3,1,2.0,979,151.96764988779805,1964,-37.7792,145.029,1189.9897854954036
Alphington,4,h,1900000,6.4,4,2,2.0,556,272.0,1930,-37.7844,145.0225,3417.26618705036
Alphington,3,h,1485000,6.4,3,0,0.0,597,151.96764988779805,1964,-37.7781,145.0284,2487.4371859296484
Alphington,4,h,1950000,6.4,4,2,3.0,589,210.0,1920,-37.7719,145.0309,3310.6960950764005
Altona,3,h,520000,13.8,3,2,1.0,352,242.0,2015,-37.87,144.825,1477.2727272727273
Altona,5,h,1525000,13.8,5,3,3.0,729,268.0,2005,-37.8721,144.8105,2091.906721536351
Altona,3,h,1120000,13.8,3,1,2.0,506,120.0,1930,-37.8693,144.8375,2213.4387351778655
Altona,4,h,780000,13.8,4,1,4.0,655,151.96764988779805,1964,-37.868,144.8154,1190.8396946564885
Altona,4,h,1780000,13.8,4,3,6.0,1057,220.0,1962,-37.8681,144.819,1684.0113528855252
Altona,3,h,660000,13.8,3,1,1.0,602,123.0,1955,-37.8616,144.8116,1096.345514950166
Altona,3,h,683500,13.8,3,1,1.0,530,151.96764988779805,1964,-37.8594,144.817,1289.622641509434
Altona,3,h,1335000,13.8,3,1,4.0,777,22.0,1953,-37.8697,144.8249,1718.146718146718
Altona,4,h,1070000,13.8,4,2,2.0,695,151.96764988779805,1964,-37.8733,144.8147,1539.568345323741
Altona,4,h,845000,13.8,4,1,2.0,745,130.0,1950,-37.8658,144.8155,1134.2281879194632
Altona,3,h,635000,13.8,3,1,4.0,625,70.0,1960,-37.8611,144.8114,1016.0
Altona,3,h,678000,13.8,3,1,2.0,606,87.0,1950,-37.8608,144.8124,1118.8118811881188
Altona,3,h,712000,13.8,3,1,2.0,363,151.96764988779805,1964,-37.8674,144.8375,1961.4325068870523
Altona,3,h,840000,13.8,3,2,2.0,534,136.0,1965,-37.86,144.8245,1573.0337078651685
Altona,3,h,980000,13.8,3,1,2.0,724,151.96764988779805,1964,-37.8672,144.817,1353.5911602209944
Altona,3,h,880000,13.8,3,3,1.0,577,151.96764988779805,1964,-37.8699,144.8235,1525.1299826689774
Altona,4,h,1030000,13.8,4,1,0.0,797,151.96764988779805,1964,-37.8663,144.8387,1292.3462986198244
Altona,3,h,753000,13.8,3,2,2.0,529,151.96764988779805,1964,-37.8612,144.8247,1423.4404536862003
Altona,2,h,857000,13.8,2,2,1.0,675,100.0,1950,-37.8653,144.8129,1269.6296296296296
Altona,3,h,1500000,13.8,3,1,1.0,929,151.96764988779805,1964,-37.8651,144.832,1614.6393972012918
Altona,3,h,900000,13.8,3,1,4.0,697,151.96764988779805,1964,-37.871,144.8075,1291.248206599713
Altona,3,h,740000,13.8,3,1,2.0,604,151.96764988779805,1964,-37.8631,144.8195,1225.1655629139073
Altona,4,h,931000,13.8,4,2,3.0,532,76.8,1970,-37.8637,144.8365,1750.0
Altona,2,h,535600,13.8,2,1,1.0,154,91.0,1996,-37.8646,144.8272,3477.9220779220777
Altona North,5,h,1085000,11.1,5,3,6.0,592,251.0,1965,-37.8388,144.8567,1832.7702702702702
Altona North,3,h,781000,11.1,3,1,2.0,533,117.0,1970,-37.8291,144.835,1465.2908067542214
Altona North,3,h,750000,11.1,3,1,3.0,554,151.96764988779805,1964,-37.8449,144.85,1353.7906137184116
Altona North,3,h,1405000,11.1,3,1,3.0,655,151.96764988779805,1964,-37.8338,144.8562,2145.038167938931
Altona North,3,h,683000,11.1,3,1,2.0,534,167.0,1967,-37.8284,144.8355,1279.0262172284645
Altona North,3,h,623000,11.1,3,1,3.0,540,151.96764988779805,1964,-37.8267,144.8368,1153.7037037037037
Altona North,3,h,588000,11.1,3,1,1.0,328,118.0,1970,-37.838,144.8555,1792.6829268292684
Altona North,3,h,710000,11.1,3,1,3.0,540,116.0,1960,-37.8294,144.8378,1314.8148148148148
Altona North,4,h,875000,11.1,3,1,4.0,559,169.0,1965,-37.8448,144.8529,1565.2951699463326
Altona North,3,h,700000,11.1,3,1,3.0,554,151.96764988779805,1964,-37.8449,144.85,1263.537906137184
Altona North,4,h,650000,11.1,4,1,4.0,558,151.96764988779805,1964,-37.8451,144.8529,1164.8745519713261
Altona North,3,h,675000,11.1,3,2,2.0,171,109.0,2012,-37.8337,144.8554,3947.3684210526317
Altona North,3,h,708000,11.1,3,1,2.0,585,97.0,1960,-37.8258,144.8523,1210.2564102564102
Altona North,4,h,965000,11.1,4,1,4.0,851,151.96764988779805,1964,-37.8345,144.8444,1133.9600470035252
Altona North,3,h,680000,11.1,3,1,3.0,551,151.96764988779805,1964,-37.8254,144.8514,1234.119782214156
Altona North,3,h,770000,11.1,3,1,3.0,602,603.0,1964,-37.8327,144.8451,1279.0697674418604
Altona North,3,h,923000,11.1,3,1,2.0,740,151.96764988779805,1964,-37.8269,144.8455,1247.2972972972973
Altona North,4,h,693000,11.1,4,2,4.0,315,170.0,2008,-37.8391,144.8467,2200.0
Altona North,3,h,620000,11.1,5,2,2.0,276,100.0,2010,-37.8262,144.8443,2246.376811594203
Altona North,3,h,728500,11.1,3,1,1.0,531,157.0,1960,-37.8277,144.8385,1371.939736346516
Altona North,3,h,931000,11.1,3,2,1.0,590,160.0,1950,-37.8382,144.8649,1577.9661016949153
Altona North,3,h,988000,11.1,3,1,4.0,715,177.4,2008,-37.8423,144.8632,1381.8181818181818
Altona North,3,h,590000,11.1,3,1,2.0,561,151.96764988779805,1964,-37.8444,144.8491,1051.6934046345812
Altona North,2,h,610000,11.1,2,1,2.0,691,151.96764988779805,1964,-37.834,144.8553,882.7785817655572
Altona North,3,h,815000,11.1,3,2,3.0,555,130.0,1960,-37.8318,144.8388,1468.4684684684685
Altona North,4,h,970000,11.1,4,1,2.0,708,151.96764988779805,1964,-37.833,144.8494,1370.0564971751412
Altona North,4,h,760000,11.1,4,1,3.0,668,151.96764988779805,1964,-37.8262,144.8439,1137.7245508982037
Altona North,4,h,1200000,11.1,4,1,4.0,633,158.0,1960,-37.8375,144.8541,1895.7345971563982
Altona North,3,h,700000,11.1,3,1,1.0,557,151.96764988779805,1964,-37.8441,144.8505,1256.7324955116696
Altona North,3,h,625000,11.1,3,1,1.0,536,151.96764988779805,1964,-37.8285,144.8351,1166.044776119403
Armadale,3,h,1939000,6.3,3,2,2.0,296,150.0,1889,-37.8614,145.0274,6550.675675675676
Armadale,3,h,1870000,6.3,3,1,1.0,217,116.0,1888,-37.8592,145.0182,8617.511520737327
Armadale,3,h,2050000,6.3,3,2,1.0,205,116.0,1910,-37.8574,145.0281,10000.0
Armadale,4,h,3000000,6.3,4,2,2.0,1581,221.0,1934,-37.858,145.0111,1897.5332068311195
Armadale,5,h,1525000,6.3,8,2,2.0,693,151.96764988779805,1964,-37.8638,145.0229,2200.5772005772005
Armadale,1,h,1435000,6.3,2,2,1.0,144,107.0,1900,-37.8564,145.0228,9965.277777777777
Armadale,2,h,1210000,6.3,2,1,0.0,249,96.0,1910,-37.8543,145.016,4859.437751004016
Armadale,4,h,2801000,6.3,4,2,2.0,624,222.0,1900,-37.8536,145.0173,4488.782051282052
Armadale,3,h,1800000,6.3,3,2,2.0,405,121.0,1910,-37.8545,145.0145,4444.444444444444
Armadale,4,h,2200000,6.3,4,1,2.0,495,163.0,1900,-37.8613,145.0264,4444.444444444444
Armadale,6,h,5525000,6.3,5,3,4.0,1491,516.0,1935,-37.8602,145.013,3705.5667337357477
Armadale,2,h,1125000,6.3,3,1,2.0,169,151.96764988779805,1964,-37.851,145.0161,6656.80473372781
Armadale,3,h,2250000,6.3,3,3,1.0,301,151.96764988779805,1964,-37.8511,145.0167,7475.0830564784055
Armadale,3,h,2360000,6.3,3,2,0.0,336,151.96764988779805,1964,-37.8558,145.015,7023.809523809524
Armadale,2,h,1900000,6.3,2,2,0.0,207,151.96764988779805,1964,-37.8571,145.0224,9178.743961352657
Armadale,3,h,2365000,6.3,3,2,1.0,316,151.96764988779805,1964,-37.8521,145.019,7484.177215189873
Armadale,3,h,1300000,6.3,2,1,2.0,212,106.0,1900,-37.8542,145.0149,6132.075471698113
Armadale,3,h,1900000,6.3,3,1,2.0,328,108.0,1900,-37.8559,145.0158,5792.682926829269
Armadale,3,h,1285000,6.3,3,1,2.0,186,80.0,1920,-37.8554,145.0173,6908.602150537635
Armadale,4,h,3660000,6.3,4,3,2.0,421,151.96764988779805,1964,-37.8593,145.0275,8693.586698337293
Armadale,4,h,3625000,6.3,4,1,2.0,709,251.0,1900,-37.8574,145.016,5112.834978843442
Armadale,4,h,4200000,6.3,4,3,3.0,563,333.0,2000,-37.8582,145.0138,7460.035523978686
Armadale,3,h,3512500,6.3,3,2,2.0,617,285.0,1998,-37.8557,145.0264,5692.868719611021
Armadale,4,h,2000000,6.3,4,3,4.0,544,151.96764988779805,1964,-37.8611,145.0195,3676.470588235294
Armadale,5,h,2810000,6.3,5,2,2.0,617,151.96764988779805,1964,-37.8611,145.0271,4554.2949756888165
Ascot Vale,3,h,940000,5.9,3,1,2.0,298,108.0,1920,-37.7777,144.9195,3154.3624161073826
Ascot Vale,3,h,1380000,5.9,3,2,2.0,277,174.0,1910,-37.7777,144.9221,4981.949458483755
Ascot Vale,4,h,1850000,5.9,4,3,1.0,478,270.0,1900,-37.7729,144.9179,3870.2928870292885
Ascot Vale,3,h,1284000,5.9,3,1,2.0,623,201.6,1938,-37.7758,144.9089,2060.9951845906903
Ascot Vale,3,h,971000,5.9,3,2,2.0,285,128.0,1900,-37.775,144.9091,3407.0175438596493
Ascot Vale,2,h,710000,5.9,2,1,1.0,214,77.0,1890,-37.7776,144.9142,3317.7570093457944
Ascot Vale,6,h,2425000,5.9,6,3,2.0,1014,435.0,1887,-37.7721,144.9184,2391.518737672584
Ascot Vale,2,h,750000,5.9,2,1,1.0,226,92.0,1920,-37.7745,144.9093,3318.5840707964603
Ascot Vale,2,h,1053000,5.9,2,1,1.0,269,109.0,1900,-37.7748,144.929,3914.4981412639404
Ascot Vale,3,h,1377000,5.9,3,1,1.0,417,168.0,1900,-37.7756,144.9208,3302.1582733812947
Ascot Vale,3,h,970000,5.9,3,1,2.0,350,125.0,1904,-37.7759,144.91,2771.4285714285716
Ascot Vale,2,h,940000,5.9,2,1,1.0,330,151.96764988779805,1964,-37.773,144.9049,2848.4848484848485
Ascot Vale,2,h,751000,5.9,2,1,1.0,118,79.0,1890,-37.7807,144.9288,6364.406779661017
Ascot Vale,2,h,950000,5.9,2,1,1.0,173,102.0,1900,-37.7731,144.9206,5491.329479768786
Ascot Vale,3,h,1230000,5.9,4,1,2.0,594,148.0,1960,-37.7819,144.9064,2070.7070707070707
Ascot Vale,3,h,910000,5.9,3,1,0.0,317,151.96764988779805,1964,-37.7746,144.9112,2870.6624605678235
Ascot Vale,2,h,770000,5.9,2,1,1.0,226,87.0,1900,-37.7774,144.9186,3407.079646017699
Ascot Vale,3,h,960000,5.9,3,2,2.0,229,187.8,2011,-37.7778,144.9065,4192.139737991266
Ascot Vale,4,h,890000,5.9,4,1,1.0,300,185.0,1890,-37.7766,144.9143,2966.6666666666665
Ascot Vale,2,h,965000,5.9,2,1,1.0,170,151.96764988779805,1964,-37.7732,144.9206,5676.470588235294
Ascot Vale,3,h,1440000,5.9,3,1,1.0,487,131.0,1900,-37.7725,144.9146,2956.8788501026693
Ascot Vale,2,h,955000,5.9,2,1,0.0,255,151.96764988779805,1964,-37.7825,144.9208,3745.098039215686
Ascot Vale,3,h,801000,5.9,3,1,2.0,431,277.2,1950,-37.781,144.9207,1858.4686774941995
Ascot Vale,3,h,1000000,5.9,3,2,2.0,440,120.0,1955,-37.7746,144.9031,2272.7272727272725
Ascot Vale,3,h,1435000,5.9,3,2,2.0,532,147.0,1950,-37.7737,144.904,2697.3684210526317
Ascot Vale,3,h,1425000,5.9,3,2,2.0,495,139.0,1920,-37.7821,144.9055,2878.787878787879
Ascot Vale,4,h,1340000,5.9,3,2,2.0,683,232.0,1978,-37.775,144.932,1961.9326500732063
Ascot Vale,3,h,955000,5.9,3,1,1.0,263,117.0,1910,-37.7753,144.9116,3631.1787072243346
Ascot Vale,4,h,1100000,5.9,4,2,5.0,559,195.0,1920,-37.7791,144.9136,1967.7996422182468
Ascot Vale,3,h,1255000,5.9,3,2,2.0,308,151.96764988779805,1964,-37.7759,144.9338,4074.6753246753246
Ascot Vale,4,h,1640000,5.9,4,3,2.0,562,204.0,1890,-37.782,144.903,2918.1494661921706
Ascot Vale,6,h,1430000,5.9,4,2,1.0,461,286.0,1900,-37.78,144.9295,3101.9522776572667
Ascot Vale,3,h,940000,5.9,3,3,1.0,491,127.0,1950,-37.7727,144.9136,1914.460285132383
Ascot Vale,3,h,890000,5.9,3,1,1.0,242,110.0,1920,-37.7765,144.9114,3677.685950413223
Ascot Vale,3,h,1180000,5.9,3,2,2.0,617,149.0,1930,-37.7742,144.906,1912.4797406807131
Ascot Vale,4,h,1480000,5.9,4,2,2.0,597,180.0,1939,-37.7757,144.9088,2479.061976549414
Ascot Vale,2,h,1150000,5.9,2,1,1.0,387,151.96764988779805,1964,-37.7734,144.9191,2971.576227390181
Ascot Vale,3,h,1350000,5.9,3,1,3.0,575,151.96764988779805,1964,-37.7828,144.9049,2347.8260869565215
Ascot Vale,5,h,1905000,5.9,5,2,2.0,521,151.96764988779805,1964,-37.7778,144.9261,3656.429942418426
Ascot Vale,3,h,1037500,5.9,3,1,2.0,506,110.0,1920,-37.7779,144.9133,2050.395256916996
Ascot Vale,2,h,1010000,5.9,2,1,1.0,325,151.96764988779805,1964,-37.7722,144.9117,3107.6923076923076
Ascot Vale,4,h,1430000,5.9,4,2,0.0,418,158.0,1900,-37.7766,144.9187,3421.0526315789475
Ascot Vale,3,h,1291000,5.9,3,1,2.0,414,151.96764988779805,1964,-37.7766,144.9185,3118.3574879227053
Ascot Vale,3,h,1130000,5.9,3,2,1.0,272,157.0,1900,-37.7774,144.928,4154.411764705882
Ascot Vale,3,h,1135000,5.9,3,1,1.0,296,104.0,1910,-37.777,144.9176,3834.4594594594596
Ascot Vale,4,h,950000,5.9,4,2,1.0,298,147.0,1920,-37.7778,144.9131,3187.9194630872485
Ascot Vale,4,h,1345000,5.9,4,1,1.0,552,155.0,1920,-37.7769,144.9138,2436.5942028985505
Ascot Vale,3,h,1381500,5.9,3,2,2.0,416,168.0,1900,-37.7727,144.9055,3320.9134615384614
Ascot Vale,3,h,940000,5.9,3,2,2.0,285,172.0,2011,-37.7778,144.9061,3298.245614035088
Ascot Vale,3,h,995000,5.9,3,2,1.0,314,177.0,2010,-37.7778,144.9042,3168.7898089171977
Ascot Vale,3,h,1050000,5.9,3,1,3.0,536,151.96764988779805,1964,-37.7728,144.9076,1958.955223880597
Ascot Vale,3,h,786000,5.9,3,2,1.0,576,120.0,1940,-37.7816,144.9217,1364.5833333333333
Ascot Vale,2,h,705000,5.9,2,1,3.0,252,108.0,1910,-37.7825,144.9206,2797.6190476190477
Ascot Vale,2,h,760000,5.9,2,1,1.0,124,77.0,1900,-37.7807,144.9285,6129.032258064516
Ascot Vale,4,h,1110000,5.9,4,2,1.0,349,190.8,1920,-37.7775,144.913,3180.515759312321
Ascot Vale,4,h,1300000,5.9,4,1,4.0,664,151.96764988779805,1964,-37.7765,144.9132,1957.8313253012047
Ascot Vale,3,h,1060000,5.9,3,1,1.0,555,151.96764988779805,1964,-37.7767,144.9125,1909.9099099099099
Ascot Vale,3,h,1410000,5.9,3,2,2.0,459,151.96764988779805,1964,-37.7767,144.9124,3071.8954248366013
Ascot Vale,3,h,1305000,5.9,2,1,1.0,278,166.0,1900,-37.7768,144.9223,4694.244604316546
Ascot Vale,3,h,932500,5.9,3,2,1.0,254,151.96764988779805,1964,-37.7738,144.9215,3671.259842519685
Ascot Vale,3,h,965000,5.9,3,1,0.0,216,151.96764988779805,1964,-37.7792,144.9297,4467.592592592592
Ascot Vale,3,h,1215000,5.9,3,1,1.0,452,175.0,1960,-37.7762,144.9174,2688.0530973451328
Ascot Vale,4,h,1705000,5.9,4,2,4.0,598,273.0,2012,-37.7774,144.9104,2851.170568561873
Ascot Vale,3,h,970000,5.9,2,1,1.0,194,151.96764988779805,1964,-37.7756,144.921,5000.0
Ascot Vale,2,h,925000,5.9,2,1,1.0,407,151.96764988779805,1964,-37.7756,144.9105,2272.7272727272725
Ashburton,4,h,2650000,11.0,4,3,2.0,753,399.0,2015,-37.8669,145.0767,3519.25630810093
Ashburton,3,h,1670000,11.0,3,2,2.0,599,220.0,1930,-37.8673,145.0688,2787.9799666110184
Ashburton,2,h,1575000,11.0,2,1,2.0,679,151.96764988779805,1964,-37.869,145.0822,2319.5876288659792
Ashburton,3,h,1555000,11.0,3,2,2.0,731,149.0,1935,-37.8666,145.0676,2127.222982216142
Ashburton,3,h,1100000,11.0,3,3,2.0,276,178.0,2004,-37.8699,145.0778,3985.5072463768115
Ashburton,3,h,1337000,11.0,3,1,2.0,583,112.0,1950,-37.8685,145.0786,2293.310463121784
